device_id,timestamp,total_flows,total_bytes,total_packets,avg_packet_size,avg_duration_ms,tcp_ratio,udp_ratio,http_ratio,https_ratio,dns_ratio,rtsp_ratio,mqtt_ratio,hl7_ratio,modbus_ratio,unique_dst_ips,unique_dst_ports,external_ratio
sensor_01,2026-06-03T09:46:39.937238+00:00,18,8533,50,170.66,2643.4444,0.0,0.0,0.2222,0.0,0.1667,0.0,0.6111,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T09:51:39.937238+00:00,21,10639,72,147.7639,2589.9524,0.0,0.0,0.3333,0.0,0.0476,0.0,0.619,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T09:56:39.937238+00:00,19,11096,62,178.9677,2697.9474,0.0,0.0,0.2105,0.0,0.1579,0.0,0.6316,0.0,0.0,3,3,0.1053
sensor_01,2026-06-03T10:01:39.937238+00:00,32,17500,121,144.6281,1811.3125,0.0,0.0,0.1562,0.0,0.1875,0.0,0.6562,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T10:06:39.937238+00:00,27,13634,81,168.321,2330.2222,0.0,0.0,0.2593,0.0,0.2222,0.0,0.5185,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T10:11:39.937238+00:00,33,19641,135,145.4889,2279.8182,0.0,0.0,0.2727,0.0,0.0909,0.0,0.6364,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T10:16:39.937238+00:00,33,16112,107,150.5794,2325.9697,0.0,0.0,0.2121,0.0,0.1212,0.0,0.6667,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T10:21:39.937238+00:00,32,15573,94,165.6702,2219.25,0.0,0.0,0.25,0.0,0.125,0.0,0.625,0.0,0.0,3,4,0.0312
sensor_01,2026-06-03T10:26:39.937238+00:00,23,11607,77,150.7403,2412.2174,0.0,0.0,0.1739,0.0,0.1739,0.0,0.6522,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T10:31:39.937238+00:00,25,12998,87,149.4023,2524.48,0.0,0.0,0.16,0.0,0.28,0.0,0.56,0.0,0.0,2,3,0.0
sensor_01,2026-06-03T10:36:39.937238+00:00,20,11292,69,163.6522,2764.0,0.0,0.0,0.15,0.0,0.1,0.0,0.75,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T10:41:39.937238+00:00,32,16268,113,143.9646,2721.8125,0.0,0.0,0.2188,0.0,0.0625,0.0,0.7188,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T10:46:39.937238+00:00,20,10143,68,149.1618,2919.65,0.0,0.0,0.15,0.0,0.1,0.0,0.75,0.0,0.0,2,3,0.0
sensor_01,2026-06-03T10:51:39.937238+00:00,33,16007,104,153.9135,2629.3939,0.0,0.0,0.2727,0.0,0.1515,0.0,0.5758,0.0,0.0,3,4,0.0303
sensor_01,2026-06-03T10:56:39.937238+00:00,32,17045,98,173.9286,2399.9062,0.0,0.0,0.3125,0.0,0.125,0.0,0.5625,0.0,0.0,2,3,0.0
sensor_01,2026-06-03T11:01:39.937238+00:00,30,13353,70,190.7571,2704.8333,0.0,0.0,0.1667,0.0,0.2,0.0,0.6333,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T11:06:39.937238+00:00,21,12145,73,166.3699,2403.0952,0.0,0.0,0.1905,0.0,0.1429,0.0,0.6667,0.0,0.0,3,4,0.0476
sensor_01,2026-06-03T11:11:39.937238+00:00,15,5777,32,180.5312,1958.8667,0.0,0.0,0.0667,0.0,0.0667,0.0,0.8667,0.0,0.0,2,3,0.0
sensor_01,2026-06-03T11:16:39.937238+00:00,33,17174,112,153.3393,2692.0909,0.0,0.0,0.303,0.0,0.1818,0.0,0.5152,0.0,0.0,2,3,0.0
sensor_01,2026-06-03T11:21:39.937238+00:00,23,12701,79,160.7722,2724.6957,0.0,0.0,0.1739,0.0,0.3043,0.0,0.5217,0.0,0.0,3,3,0.0435
sensor_01,2026-06-03T11:26:39.937238+00:00,25,10539,60,175.65,2446.76,0.0,0.0,0.12,0.0,0.12,0.0,0.76,0.0,0.0,2,3,0.0
sensor_01,2026-06-03T11:31:39.937238+00:00,20,9800,70,140.0,2612.5,0.0,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.0,2,3,0.0
sensor_01,2026-06-03T11:36:39.937238+00:00,24,12167,76,160.0921,2902.7917,0.0,0.0,0.125,0.0,0.0417,0.0,0.8333,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T11:41:39.937238+00:00,19,9256,51,181.4902,2454.4737,0.0,0.0,0.4211,0.0,0.1579,0.0,0.4211,0.0,0.0,2,3,0.0
sensor_01,2026-06-03T11:46:39.937238+00:00,34,17633,108,163.2685,2738.5,0.0,0.0,0.2353,0.0,0.0882,0.0,0.6765,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T11:51:39.937238+00:00,33,17947,132,135.9621,2191.6364,0.0,0.0,0.2121,0.0,0.1515,0.0,0.6364,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T11:56:39.937238+00:00,21,9649,64,150.7656,2560.6667,0.0,0.0,0.2857,0.0,0.0952,0.0,0.619,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T12:01:39.937238+00:00,19,8648,58,149.1034,1923.8421,0.0,0.0,0.3158,0.0,0.1579,0.0,0.5263,0.0,0.0,2,3,0.0
sensor_01,2026-06-03T12:06:39.937238+00:00,26,12955,84,154.2262,2161.5769,0.0,0.0,0.3846,0.0,0.0385,0.0,0.5769,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T12:11:39.937238+00:00,23,11426,72,158.6944,2644.4348,0.0,0.0,0.2174,0.0,0.3043,0.0,0.4783,0.0,0.0,2,3,0.0
sensor_01,2026-06-03T12:16:39.937238+00:00,18,9324,57,163.5789,1911.5,0.0,0.0,0.2778,0.0,0.0556,0.0,0.6667,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T12:21:39.937238+00:00,19,8642,58,149.0,2300.7895,0.0,0.0,0.2632,0.0,0.1053,0.0,0.6316,0.0,0.0,2,3,0.0
sensor_01,2026-06-03T12:26:39.937238+00:00,35,18169,96,189.2604,2188.1143,0.0,0.0,0.3429,0.0,0.1714,0.0,0.4857,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T12:31:39.937238+00:00,35,17879,121,147.7603,2794.2571,0.0,0.0,0.2857,0.0,0.0857,0.0,0.6286,0.0,0.0,3,4,0.0286
sensor_01,2026-06-03T12:36:39.937238+00:00,18,7482,56,133.6071,3139.6667,0.0,0.0,0.1667,0.0,0.1111,0.0,0.7222,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T12:41:39.937238+00:00,33,17279,102,169.402,2437.8788,0.0,0.0,0.1818,0.0,0.1515,0.0,0.6667,0.0,0.0,2,3,0.0
sensor_01,2026-06-03T12:46:39.937238+00:00,16,7649,47,162.7447,1817.9375,0.0,0.0,0.25,0.0,0.125,0.0,0.625,0.0,0.0,2,3,0.0
sensor_01,2026-06-03T12:51:39.937238+00:00,35,16003,89,179.809,2364.6286,0.0,0.0,0.3143,0.0,0.0857,0.0,0.6,0.0,0.0,3,4,0.0286
sensor_01,2026-06-03T12:56:39.937238+00:00,24,12008,77,155.9481,3328.125,0.0,0.0,0.125,0.0,0.125,0.0,0.75,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T13:01:39.937238+00:00,17,7732,49,157.7959,2092.0588,0.0,0.0,0.1765,0.0,0.1765,0.0,0.6471,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T13:06:39.937238+00:00,24,10610,77,137.7922,2712.75,0.0,0.0,0.25,0.0,0.1667,0.0,0.5833,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T13:11:39.937238+00:00,27,13529,76,178.0132,2154.6667,0.0,0.0,0.1852,0.0,0.0741,0.0,0.7407,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T13:16:39.937238+00:00,34,16831,114,147.6404,2633.9118,0.0,0.0,0.2353,0.0,0.1471,0.0,0.6176,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T13:21:39.937238+00:00,21,9907,67,147.8657,2462.4762,0.0,0.0,0.1905,0.0,0.0,0.0,0.8095,0.0,0.0,2,3,0.0
sensor_01,2026-06-03T13:26:39.937238+00:00,22,10368,61,169.9672,3133.3636,0.0,0.0,0.0909,0.0,0.1818,0.0,0.7273,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T13:31:39.937238+00:00,23,12758,93,137.1828,1946.3913,0.0,0.0,0.1304,0.0,0.1304,0.0,0.7391,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T13:36:39.937238+00:00,20,9959,54,184.4259,3402.8,0.0,0.0,0.15,0.0,0.1,0.0,0.75,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T13:41:39.937238+00:00,18,7885,44,179.2045,2111.1667,0.0,0.0,0.2778,0.0,0.0,0.0,0.7222,0.0,0.0,2,3,0.0
sensor_01,2026-06-03T13:46:39.937238+00:00,35,17736,115,154.2261,2557.6571,0.0,0.0,0.1143,0.0,0.2286,0.0,0.6571,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T13:51:39.937238+00:00,27,12532,92,136.2174,1994.2593,0.0,0.0,0.1481,0.0,0.2222,0.0,0.6296,0.0,0.0,2,3,0.0
sensor_01,2026-06-03T13:56:39.937238+00:00,25,10661,66,161.5303,2394.48,0.0,0.0,0.32,0.0,0.04,0.0,0.64,0.0,0.0,3,3,0.04
motion_01,2026-06-03T05:41:39.937238+00:00,42,92797,300,309.3233,2661.8095,0.1667,0.0,0.0,0.381,0.2857,0.1667,0.0,0.0,0.0,3,4,0.0714
motion_01,2026-06-03T05:46:39.937238+00:00,82,159999,354,451.9746,2310.0732,0.2561,0.0,0.0,0.5122,0.1585,0.0732,0.0,0.0,0.0,3,4,0.1951
motion_01,2026-06-03T05:51:39.937238+00:00,59,122841,358,343.1313,2629.4576,0.322,0.0,0.0,0.3898,0.1864,0.1017,0.0,0.0,0.0,3,4,0.0678
motion_01,2026-06-03T05:56:39.937238+00:00,84,168668,415,406.4289,2225.4405,0.2976,0.0,0.0,0.381,0.2738,0.0476,0.0,0.0,0.0,3,4,0.0952
motion_01,2026-06-03T06:01:39.937238+00:00,81,159139,447,356.0157,2824.358,0.284,0.0,0.0,0.4074,0.1728,0.1358,0.0,0.0,0.0,3,4,0.0741
motion_01,2026-06-03T06:06:39.937238+00:00,64,120233,293,410.3515,2544.7031,0.2812,0.0,0.0,0.4531,0.25,0.0156,0.0,0.0,0.0,3,4,0.1094
motion_01,2026-06-03T06:11:39.937238+00:00,53,99717,283,352.3569,2570.283,0.3019,0.0,0.0,0.5472,0.1132,0.0377,0.0,0.0,0.0,3,4,0.1321
motion_01,2026-06-03T06:16:39.937238+00:00,46,87585,254,344.8228,2309.7391,0.2391,0.0,0.0,0.413,0.2391,0.1087,0.0,0.0,0.0,3,4,0.1087
motion_01,2026-06-03T06:21:39.937238+00:00,61,112964,322,350.8199,2569.6557,0.2787,0.0,0.0,0.4098,0.1639,0.1475,0.0,0.0,0.0,3,4,0.0492
motion_01,2026-06-03T06:26:39.937238+00:00,59,120214,311,386.5402,2689.2542,0.4407,0.0,0.0,0.2712,0.1695,0.1186,0.0,0.0,0.0,3,4,0.1017
motion_01,2026-06-03T06:31:39.937238+00:00,40,81470,258,315.7752,2317.85,0.275,0.0,0.0,0.325,0.25,0.15,0.0,0.0,0.0,3,4,0.05
motion_01,2026-06-03T06:36:39.937238+00:00,65,133584,450,296.8533,2588.6923,0.3077,0.0,0.0,0.4,0.1692,0.1231,0.0,0.0,0.0,3,4,0.0769
motion_01,2026-06-03T06:41:39.937238+00:00,86,155241,375,413.976,2251.0814,0.2093,0.0,0.0,0.4884,0.1977,0.1047,0.0,0.0,0.0,3,4,0.1279
motion_01,2026-06-03T06:46:39.937238+00:00,45,83217,190,437.9842,2043.2667,0.4222,0.0,0.0,0.3111,0.2444,0.0222,0.0,0.0,0.0,3,4,0.0889
motion_01,2026-06-03T06:51:39.937238+00:00,88,174093,478,364.2113,2436.4659,0.3295,0.0,0.0,0.3636,0.2159,0.0909,0.0,0.0,0.0,3,4,0.125
motion_01,2026-06-03T06:56:39.937238+00:00,52,108926,255,427.1608,2278.4038,0.3462,0.0,0.0,0.4808,0.1346,0.0385,0.0,0.0,0.0,3,4,0.1538
motion_01,2026-06-03T07:01:39.937238+00:00,64,138320,319,433.605,2505.0781,0.2969,0.0,0.0,0.3281,0.1875,0.1875,0.0,0.0,0.0,3,4,0.0625
motion_01,2026-06-03T07:06:39.937238+00:00,82,179631,382,470.2382,2359.4268,0.3415,0.0,0.0,0.378,0.2317,0.0488,0.0,0.0,0.0,3,4,0.1098
motion_01,2026-06-03T07:11:39.937238+00:00,40,76159,181,420.768,2141.55,0.375,0.0,0.0,0.375,0.175,0.075,0.0,0.0,0.0,3,4,0.1
motion_01,2026-06-03T07:16:39.937238+00:00,84,158456,379,418.0897,2452.5357,0.2619,0.0,0.0,0.4286,0.2381,0.0714,0.0,0.0,0.0,3,4,0.0952
motion_01,2026-06-03T07:21:39.937238+00:00,67,135021,344,392.5029,2207.8507,0.3731,0.0,0.0,0.3731,0.1791,0.0746,0.0,0.0,0.0,3,4,0.0746
motion_01,2026-06-03T07:26:39.937238+00:00,78,154328,384,401.8958,2762.6282,0.2179,0.0,0.0,0.4744,0.2179,0.0897,0.0,0.0,0.0,3,4,0.0513
motion_01,2026-06-03T07:31:39.937238+00:00,74,146155,402,363.5697,2270.6622,0.3108,0.0,0.0,0.4054,0.2027,0.0811,0.0,0.0,0.0,3,4,0.0946
motion_01,2026-06-03T07:36:39.937238+00:00,90,175004,416,420.6827,2740.1444,0.2889,0.0,0.0,0.3778,0.2444,0.0889,0.0,0.0,0.0,3,4,0.1
motion_01,2026-06-03T07:41:39.937238+00:00,83,159053,449,354.2383,2403.4699,0.3133,0.0,0.0,0.3855,0.2169,0.0843,0.0,0.0,0.0,3,4,0.0843
motion_01,2026-06-03T07:46:39.937238+00:00,59,114207,333,342.964,2460.7627,0.3051,0.0,0.0,0.4068,0.1525,0.1356,0.0,0.0,0.0,3,4,0.2373
motion_01,2026-06-03T07:51:39.937238+00:00,50,100430,240,418.4583,2620.92,0.32,0.0,0.0,0.34,0.26,0.08,0.0,0.0,0.0,3,4,0.1
motion_01,2026-06-03T07:56:39.937238+00:00,80,166898,432,386.338,2621.3625,0.3,0.0,0.0,0.4125,0.175,0.1125,0.0,0.0,0.0,3,4,0.1
motion_01,2026-06-03T08:01:39.937238+00:00,44,83786,208,402.8173,2612.7273,0.3182,0.0,0.0,0.4773,0.1364,0.0682,0.0,0.0,0.0,3,4,0.0682
motion_01,2026-06-03T08:06:39.937238+00:00,73,148561,405,366.8173,2613.5068,0.2603,0.0,0.0,0.4521,0.137,0.1507,0.0,0.0,0.0,3,4,0.1233
motion_01,2026-06-03T08:11:39.937238+00:00,69,133663,256,522.1211,2837.971,0.2319,0.0,0.0,0.3768,0.2754,0.1159,0.0,0.0,0.0,3,4,0.1304
motion_01,2026-06-03T08:16:39.937238+00:00,47,91282,218,418.7248,2259.4043,0.234,0.0,0.0,0.4255,0.2553,0.0851,0.0,0.0,0.0,3,4,0.0426
motion_01,2026-06-03T08:21:39.937238+00:00,79,162854,462,352.4978,2577.7342,0.2532,0.0,0.0,0.443,0.2152,0.0886,0.0,0.0,0.0,3,4,0.1013
motion_01,2026-06-03T08:26:39.937238+00:00,81,171994,565,304.4142,2638.6543,0.2593,0.0,0.0,0.3951,0.1975,0.1481,0.0,0.0,0.0,3,4,0.0617
motion_01,2026-06-03T08:31:39.937238+00:00,44,92356,225,410.4711,2827.3636,0.3636,0.0,0.0,0.3182,0.2273,0.0909,0.0,0.0,0.0,3,4,0.1591
motion_01,2026-06-03T08:36:39.937238+00:00,73,143902,403,357.0769,2442.6438,0.3836,0.0,0.0,0.3288,0.2055,0.0822,0.0,0.0,0.0,3,4,0.0822
motion_01,2026-06-03T08:41:39.937238+00:00,79,161587,405,398.9802,2684.3165,0.3797,0.0,0.0,0.3671,0.1139,0.1392,0.0,0.0,0.0,3,4,0.0759
motion_01,2026-06-03T08:46:39.937238+00:00,71,148289,320,463.4031,2178.2817,0.3662,0.0,0.0,0.3662,0.2113,0.0563,0.0,0.0,0.0,3,4,0.0563
motion_01,2026-06-03T08:51:39.937238+00:00,41,87778,228,384.9912,2291.439,0.2683,0.0,0.0,0.3659,0.2195,0.1463,0.0,0.0,0.0,3,4,0.0244
motion_01,2026-06-03T08:56:39.937238+00:00,68,128840,263,489.8859,2542.4706,0.3382,0.0,0.0,0.3824,0.1618,0.1176,0.0,0.0,0.0,3,4,0.0588
motion_01,2026-06-03T09:01:39.937238+00:00,63,128447,354,362.8446,2691.5079,0.3016,0.0,0.0,0.3492,0.254,0.0952,0.0,0.0,0.0,3,4,0.0476
motion_01,2026-06-03T09:06:39.937238+00:00,79,169183,460,367.7891,2414.443,0.2911,0.0,0.0,0.4051,0.1646,0.1392,0.0,0.0,0.0,3,4,0.0759
motion_01,2026-06-03T09:11:39.937238+00:00,55,104550,317,329.8107,2590.9273,0.2727,0.0,0.0,0.4545,0.2,0.0727,0.0,0.0,0.0,3,4,0.0182
motion_01,2026-06-03T09:16:39.937238+00:00,90,181569,479,379.0585,2730.5889,0.2333,0.0,0.0,0.4222,0.2222,0.1222,0.0,0.0,0.0,3,4,0.0778
motion_01,2026-06-03T09:21:39.937238+00:00,77,145678,521,279.6123,2544.8961,0.2208,0.0,0.0,0.4416,0.2468,0.0909,0.0,0.0,0.0,3,4,0.1688
motion_01,2026-06-03T09:26:39.937238+00:00,79,162351,496,327.3206,2603.7848,0.3291,0.0,0.0,0.3038,0.2658,0.1013,0.0,0.0,0.0,3,4,0.1139
motion_01,2026-06-03T09:31:39.937238+00:00,71,145349,351,414.0997,2198.9155,0.2535,0.0,0.0,0.3521,0.3099,0.0845,0.0,0.0,0.0,3,4,0.1268
motion_01,2026-06-03T09:36:39.937238+00:00,79,170423,408,417.7034,2826.1772,0.3038,0.0,0.0,0.3418,0.2278,0.1266,0.0,0.0,0.0,3,4,0.0759
motion_01,2026-06-03T09:41:39.937238+00:00,42,78872,166,475.1325,2310.0,0.2381,0.0,0.0,0.5238,0.1429,0.0952,0.0,0.0,0.0,3,4,0.1429
motion_01,2026-06-03T09:46:39.937238+00:00,49,90989,303,300.2937,2687.2041,0.3265,0.0,0.0,0.3265,0.2449,0.102,0.0,0.0,0.0,3,4,0.1224
motion_01,2026-06-03T09:51:39.937238+00:00,59,121572,244,498.2459,2266.2712,0.3051,0.0,0.0,0.4068,0.1695,0.1186,0.0,0.0,0.0,3,4,0.0847
motion_01,2026-06-03T09:56:39.937238+00:00,88,180905,495,365.4646,2522.875,0.1705,0.0,0.0,0.5455,0.1705,0.1136,0.0,0.0,0.0,3,4,0.0455
motion_01,2026-06-03T10:01:39.937238+00:00,85,162693,460,353.6804,2726.0,0.3059,0.0,0.0,0.3412,0.2471,0.1059,0.0,0.0,0.0,3,4,0.0588
motion_01,2026-06-03T10:06:39.937238+00:00,67,123575,293,421.7577,2609.5075,0.3284,0.0,0.0,0.2985,0.2537,0.1194,0.0,0.0,0.0,3,4,0.0597
motion_01,2026-06-03T10:11:39.937238+00:00,59,119387,280,426.3821,2226.7119,0.3559,0.0,0.0,0.3051,0.1356,0.2034,0.0,0.0,0.0,3,4,0.0678
motion_01,2026-06-03T10:16:39.937238+00:00,82,174341,522,333.9866,2337.1951,0.2683,0.0,0.0,0.439,0.1829,0.1098,0.0,0.0,0.0,3,4,0.0732
motion_01,2026-06-03T10:21:39.937238+00:00,80,146062,455,321.0154,2686.35,0.3,0.0,0.0,0.4125,0.25,0.0375,0.0,0.0,0.0,3,4,0.15
motion_01,2026-06-03T10:26:39.937238+00:00,85,169443,412,411.2694,2477.4941,0.3647,0.0,0.0,0.2824,0.2588,0.0941,0.0,0.0,0.0,3,4,0.0941
motion_01,2026-06-03T10:31:39.937238+00:00,79,166521,418,398.3756,2409.2405,0.2152,0.0,0.0,0.4177,0.2532,0.1139,0.0,0.0,0.0,3,4,0.0886
motion_01,2026-06-03T10:36:39.937238+00:00,64,130134,330,394.3455,2567.3438,0.2812,0.0,0.0,0.375,0.25,0.0938,0.0,0.0,0.0,3,4,0.0938
motion_01,2026-06-03T10:41:39.937238+00:00,81,158936,468,339.6068,2712.358,0.2469,0.0,0.0,0.3951,0.2593,0.0988,0.0,0.0,0.0,3,4,0.0864
motion_01,2026-06-03T10:46:39.937238+00:00,48,89221,244,365.6598,2321.6875,0.25,0.0,0.0,0.4583,0.2083,0.0833,0.0,0.0,0.0,3,4,0.0208
motion_01,2026-06-03T10:51:39.937238+00:00,56,120555,270,446.5,2474.2857,0.375,0.0,0.0,0.3036,0.1607,0.1607,0.0,0.0,0.0,3,4,0.1607
motion_01,2026-06-03T10:56:39.937238+00:00,89,170193,490,347.3327,2443.1798,0.2584,0.0,0.0,0.4494,0.2135,0.0787,0.0,0.0,0.0,3,4,0.0449
motion_01,2026-06-03T11:01:39.937238+00:00,47,96277,264,364.6856,3082.7234,0.4468,0.0,0.0,0.3617,0.1702,0.0213,0.0,0.0,0.0,3,4,0.0851
motion_01,2026-06-03T11:06:39.937238+00:00,46,98184,303,324.0396,2952.7826,0.3913,0.0,0.0,0.4348,0.1304,0.0435,0.0,0.0,0.0,3,4,0.1522
motion_01,2026-06-03T11:11:39.937238+00:00,69,134980,378,357.0899,2711.5362,0.3913,0.0,0.0,0.3478,0.1739,0.087,0.0,0.0,0.0,3,4,0.087
motion_01,2026-06-03T11:16:39.937238+00:00,56,124092,293,423.5222,2598.2857,0.1786,0.0,0.0,0.375,0.3036,0.1429,0.0,0.0,0.0,3,4,0.1607
motion_01,2026-06-03T11:21:39.937238+00:00,74,142674,431,331.0302,2356.2297,0.3243,0.0,0.0,0.3243,0.2568,0.0946,0.0,0.0,0.0,3,4,0.0946
motion_01,2026-06-03T11:26:39.937238+00:00,55,119363,403,296.1861,2786.0727,0.2,0.0,0.0,0.4727,0.2182,0.1091,0.0,0.0,0.0,3,4,0.1273
motion_01,2026-06-03T11:31:39.937238+00:00,61,129080,350,368.8,2475.9016,0.3279,0.0,0.0,0.459,0.1475,0.0656,0.0,0.0,0.0,3,4,0.1148
motion_01,2026-06-03T11:36:39.937238+00:00,79,150543,324,464.6389,2474.1266,0.3038,0.0,0.0,0.3544,0.2785,0.0633,0.0,0.0,0.0,3,4,0.1392
motion_01,2026-06-03T11:41:39.937238+00:00,69,133177,369,360.9133,2598.8841,0.3333,0.0,0.0,0.3768,0.1594,0.1304,0.0,0.0,0.0,3,4,0.029
motion_01,2026-06-03T11:46:39.937238+00:00,51,102102,266,383.8421,2580.4314,0.2157,0.0,0.0,0.549,0.1765,0.0588,0.0,0.0,0.0,3,4,0.1373
motion_01,2026-06-03T11:51:39.937238+00:00,74,153262,349,439.1461,2532.5811,0.2973,0.0,0.0,0.4865,0.1486,0.0676,0.0,0.0,0.0,3,4,0.0946
motion_01,2026-06-03T11:56:39.937238+00:00,74,131883,349,377.8883,2655.3514,0.3784,0.0,0.0,0.3514,0.2027,0.0676,0.0,0.0,0.0,3,4,0.0946
motion_01,2026-06-03T12:01:39.937238+00:00,84,183292,514,356.5992,2232.3095,0.3571,0.0,0.0,0.4286,0.1667,0.0476,0.0,0.0,0.0,3,4,0.131
motion_01,2026-06-03T12:06:39.937238+00:00,47,98759,256,385.7773,2695.4043,0.2979,0.0,0.0,0.5319,0.1489,0.0213,0.0,0.0,0.0,3,4,0.0638
motion_01,2026-06-03T12:11:39.937238+00:00,49,90285,233,387.4893,2395.2449,0.3061,0.0,0.0,0.3469,0.3061,0.0408,0.0,0.0,0.0,3,4,0.1224
motion_01,2026-06-03T12:16:39.937238+00:00,49,97703,315,310.1683,2339.102,0.2653,0.0,0.0,0.4286,0.2041,0.102,0.0,0.0,0.0,3,4,0.102
motion_01,2026-06-03T12:21:39.937238+00:00,79,160139,423,378.5792,2700.5823,0.2785,0.0,0.0,0.4177,0.2025,0.1013,0.0,0.0,0.0,3,4,0.0633
motion_01,2026-06-03T12:26:39.937238+00:00,50,100085,282,354.9113,2472.1,0.32,0.0,0.0,0.36,0.24,0.08,0.0,0.0,0.0,3,4,0.22
motion_01,2026-06-03T12:31:39.937238+00:00,80,158665,356,445.6882,2448.5375,0.2875,0.0,0.0,0.4125,0.2375,0.0625,0.0,0.0,0.0,3,4,0.1125
motion_01,2026-06-03T12:36:39.937238+00:00,72,145623,413,352.5981,2634.5417,0.4028,0.0,0.0,0.375,0.1389,0.0833,0.0,0.0,0.0,3,4,0.0833
motion_01,2026-06-03T12:41:39.937238+00:00,88,179596,398,451.2462,2406.5227,0.2841,0.0,0.0,0.4205,0.1705,0.125,0.0,0.0,0.0,3,4,0.0568
motion_01,2026-06-03T12:46:39.937238+00:00,55,105870,245,432.1224,2893.8909,0.2909,0.0,0.0,0.4,0.2364,0.0727,0.0,0.0,0.0,3,4,0.1091
motion_01,2026-06-03T12:51:39.937238+00:00,85,168132,427,393.7518,2325.5765,0.2824,0.0,0.0,0.4353,0.1529,0.1294,0.0,0.0,0.0,3,4,0.1059
motion_01,2026-06-03T12:56:39.937238+00:00,88,173708,454,382.6167,2518.2386,0.2273,0.0,0.0,0.4205,0.2614,0.0909,0.0,0.0,0.0,3,4,0.0455
motion_01,2026-06-03T13:01:39.937238+00:00,66,129751,386,336.1425,2478.2424,0.3182,0.0,0.0,0.3636,0.197,0.1212,0.0,0.0,0.0,3,4,0.1061
motion_01,2026-06-03T13:06:39.937238+00:00,66,132763,388,342.1727,2621.4848,0.303,0.0,0.0,0.4091,0.1515,0.1364,0.0,0.0,0.0,3,4,0.1818
motion_01,2026-06-03T13:11:39.937238+00:00,54,112990,287,393.6934,2849.8333,0.2963,0.0,0.0,0.4074,0.2407,0.0556,0.0,0.0,0.0,3,4,0.0741
motion_01,2026-06-03T13:16:39.937238+00:00,63,124286,332,374.3554,2654.0952,0.3651,0.0,0.0,0.3333,0.1905,0.1111,0.0,0.0,0.0,3,4,0.1111
motion_01,2026-06-03T13:21:39.937238+00:00,63,121166,290,417.8138,2486.3968,0.2222,0.0,0.0,0.5079,0.2063,0.0635,0.0,0.0,0.0,3,4,0.0794
motion_01,2026-06-03T13:26:39.937238+00:00,62,118195,298,396.6275,2450.6129,0.3548,0.0,0.0,0.4677,0.129,0.0484,0.0,0.0,0.0,3,4,0.0484
motion_01,2026-06-03T13:31:39.937238+00:00,41,89582,210,426.581,2503.122,0.3415,0.0,0.0,0.2683,0.2927,0.0976,0.0,0.0,0.0,3,4,0.0976
motion_01,2026-06-03T13:36:39.937238+00:00,90,188033,475,395.8589,2319.0222,0.3222,0.0,0.0,0.3556,0.2,0.1222,0.0,0.0,0.0,3,4,0.1222
motion_01,2026-06-03T13:41:39.937238+00:00,59,123954,279,444.2796,2857.2034,0.1695,0.0,0.0,0.339,0.3051,0.1864,0.0,0.0,0.0,3,4,0.1186
motion_01,2026-06-03T13:46:39.937238+00:00,43,80694,274,294.5036,2475.3256,0.4884,0.0,0.0,0.3023,0.1163,0.093,0.0,0.0,0.0,3,4,0.0465
motion_01,2026-06-03T13:51:39.937238+00:00,45,88821,206,431.1699,2561.7333,0.2889,0.0,0.0,0.4444,0.1333,0.1333,0.0,0.0,0.0,3,4,0.0444
motion_01,2026-06-03T13:56:39.937238+00:00,72,149237,335,445.4836,2558.8333,0.2222,0.0,0.0,0.4722,0.2222,0.0833,0.0,0.0,0.0,3,4,0.1389
gateway_01,2026-06-03T05:41:39.937238+00:00,84,189410,530,357.3774,2592.369,0.4048,0.0,0.0,0.3214,0.2024,0.0714,0.0,0.0,0.0,5,4,0.0952
